year,preset_demand
2010,60.61193094748472
2011,61.24740773677893
2012,64.3087032305372
2013,69.69854390453091
2014,99.17825798527774
2015,72.97757576011166
2016,54.39227195529657
2017,43.91547913906813
2018,41.60202373785643
2019,35.560249231546166
2020,33.79542441819702
2021,31.290564955895945
2022,27.60193090333586
2023,26.197202151328078
2024,24.94516927070292
2025,25.79949687096565
2026,22.959146079897057
2027,21.12734510864838
2028,20.394514823080343
2029,20.24169684384375
2030,18.715226561433344
2031,17.188756279022936
2032,15.66228599661253
2033,14.135815714202124
2034,12.609345431791716
2035,11.082875149381309
2036,9.556404866970903
2037,8.029934584560495
2038,6.503464302150089
2039,4.976994019739682
2040,3.4505237373292754
2041,1.924053454918869
2042,0.39758317250846464
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
