year,preset_demand
2010,18.067464474001195
2011,18.256890122304217
2012,19.169414219677375
2013,20.776041056599638
2014,29.563480732776277
2015,21.753468943052443
2016,16.21348183188534
2017,13.090514471339082
2018,12.400909757874444
2019,10.599951686644797
2020,10.073885133087083
2021,9.327225875742164
2022,8.227702008733832
2023,7.808974434380553
2024,7.4357631006156595
2025,7.690424737782099
2026,6.843760785501882
2027,6.297729691390207
2028,6.07928449515575
2029,6.033731856134267
2030,5.578715043982813
2031,5.123698231831359
2032,4.668681419679904
2033,4.213664607528449
2034,3.7586477953769943
2035,3.3036309832255397
2036,2.848614171074085
2037,2.3935973589226305
2038,1.938580546771176
2039,1.4835637346197215
2040,1.0285469224682668
2041,0.5735301103168123
2042,0.11851329816535842
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
