year,preset_demand
2010,8.638941882170236
2011,8.729515585471939
2012,9.165838161593808
2013,9.93404533811705
2014,14.135751712844183
2015,10.401401602590628
2016,7.7524617499503155
2017,6.259217716372929
2018,5.929483843096778
2019,5.068357361737614
2020,4.816819112478656
2021,4.459804660380571
2022,3.9340683126593636
2023,3.733854099729519
2024,3.555403436284094
2025,3.677169668965219
2026,3.272338061962339
2027,3.0112537856004584
2028,2.906804411565474
2029,2.885023458203017
2030,2.6674575788709594
2031,2.449891699538901
2032,2.2323258202068432
2033,2.0147599408747854
2034,1.797194061542727
2035,1.5796281822106693
2036,1.3620623028786112
2037,1.1444964235465533
2038,0.9269305442144954
2039,0.7093646648824374
2040,0.4917987855503795
2041,0.2742329062183215
2042,0.056667026886263926
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
