PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural Gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other Kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production,0.00000000000000E+00,0.00000000000000E+00,1.05684000000000E+05,7.10128000000000E+05,2.18800000000000E+06,3.22890000000000E+04,3.85809100000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.15528000000000E+05,5.86709800000000E+06,0.00000000000000E+00,3.26512000000000E+06,1.64430000000000E+05,0.00000000000000E+00,9.42480000000000E+04,2.40000000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.44253000000000E+05,3.55858000000000E+05,3.27051000000000E+05,3.26941600000000E+06,4.28345000000000E+05,7.32770000000000E+04,3.38382000000000E+05,6.65570000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.89912100000000E+06,1.10443400000000E+06,2.59695000000000E+05,1.61954000000000E+05,9.19070000000000E+04,1.92300000000000E+03,6.44563000000000E+05,5.33000000000000E+02,0.00000000000000E+00,3.28880000000000E+04,3.37010130000000E+07,6.79630900000000E+06
Imports,0.00000000000000E+00,0.00000000000000E+00,1.60111000000000E+05,1.35998400000000E+06,4.14606900000000E+06,3.69390000000000E+04,1.77440000000000E+04,1.33510000000000E+04,2.62071000000000E+05,0.00000000000000E+00,1.30140000000000E+04,1.06260000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.09100000000000E+03,1.48064370000000E+07,0.00000000000000E+00,2.29113860000000E+07,4.31100000000000E+05,1.03818300000000E+06,1.15729000000000E+05,1.57000000000000E+02,0.00000000000000E+00,1.74730000000000E+04,7.17462000000000E+05,1.15812400000000E+06,5.76400000000000E+03,5.16000000000000E+02,1.20279600000000E+06,1.50758000000000E+05,4.80400200000000E+06,2.63016000000000E+06,1.29558000000000E+06,4.18120000000000E+04,2.23440000000000E+05,1.91451000000000E+05,3.66000000000000E+04,3.59424000000000E+05,1.79880000000000E+05,2.19000000000000E+02,2.20100000000000E+03,3.66700000000000E+03,2.03656000000000E+05,0.00000000000000E+00,6.46760000000000E+04,1.86081000000000E+05,9.19500000000000E+03,0.00000000000000E+00,6.30900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.13713500000000E+06,1.52000000000000E+02,5.99575250000000E+07,4.72118000000000E+05
Exports,0.00000000000000E+00,0.00000000000000E+00,-2.92180000000000E+04,-1.38875000000000E+05,-5.80655000000000E+05,-2.33000000000000E+02,-2.25620000000000E+04,-1.94500000000000E+03,-2.62722000000000E+05,0.00000000000000E+00,-1.89210000000000E+04,-3.27490000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.95000000000000E+02,-3.50807000000000E+06,0.00000000000000E+00,-1.66131800000000E+06,-5.64410000000000E+04,-3.76622000000000E+05,-9.64610000000000E+04,-1.66530000000000E+04,0.00000000000000E+00,0.00000000000000E+00,-3.00702000000000E+05,-2.88332000000000E+06,-6.86400000000000E+03,-4.30000000000000E+01,-5.83295000000000E+05,-5.19870000000000E+04,-3.82999600000000E+06,-2.72828000000000E+06,-9.12648000000000E+05,-7.21140000000000E+04,-3.34362000000000E+05,-2.48586000000000E+05,-2.48800000000000E+04,-8.80640000000000E+04,-3.14520000000000E+05,0.00000000000000E+00,-1.20200000000000E+03,-1.02500000000000E+03,-9.33240000000000E+04,0.00000000000000E+00,-1.79180000000000E+04,-7.97830000000000E+04,-1.15200000000000E+03,0.00000000000000E+00,-1.95700000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.13663500000000E+06,-2.38000000000000E+02,-2.05168350000000E+07,-1.95336000000000E+05
International marine bunkers,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.26800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.66974000000000E+05,-1.73768000000000E+06,0.00000000000000E+00,0.00000000000000E+00,-6.88800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.80000000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.01629000000000E+06,0.00000000000000E+00
International aviation bunkers,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.20000000000000E+02,0.00000000000000E+00,-1.85102100000000E+06,-8.60000000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.85132700000000E+06,0.00000000000000E+00
Stock changes,0.00000000000000E+00,0.00000000000000E+00,1.94370000000000E+04,1.74070000000000E+04,-3.41080000000000E+04,4.38600000000000E+03,4.26200000000000E+03,-5.05000000000000E+02,-1.65080000000000E+04,0.00000000000000E+00,-4.08000000000000E+02,1.65900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.47510000000000E+04,-3.57344000000000E+05,0.00000000000000E+00,1.95214000000000E+05,7.81400000000000E+03,2.72440000000000E+04,-2.71000000000000E+02,3.90000000000000E+01,-4.90000000000000E+01,9.90000000000000E+01,-2.29540000000000E+04,1.32880000000000E+04,-3.52000000000000E+02,-1.72000000000000E+02,6.66500000000000E+03,-1.07500000000000E+03,7.21640000000000E+04,3.21200000000000E+04,1.43440000000000E+04,-2.09300000000000E+03,-8.10600000000000E+03,3.62700000000000E+03,5.60000000000000E+02,-1.56800000000000E+03,-8.44000000000000E+03,2.30000000000000E+01,-8.00000000000000E+00,-9.10000000000000E+01,-2.19200000000000E+03,0.00000000000000E+00,-8.30000000000000E+02,-2.15800000000000E+03,7.70000000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.40520000000000E+04,-5.11100000000000E+03
Total primary energy supply,0.00000000000000E+00,0.00000000000000E+00,2.43263362523801E+05,1.94284679271596E+06,5.54333469713437E+06,6.12952239618509E+04,3.58488281856630E+06,1.09010000000000E+04,-1.71294723748950E+04,0.00000000000000E+00,-6.29873313018036E+03,-2.54743449434775E+04,-1.70436644447438E+04,-4.56684433690067E+04,-7.01174145278988E+04,-1.47726512261080E+03,7.40910178291238E+04,1.67760070670714E+07,0.00000000000000E+00,2.47104020000000E+07,5.46903000000000E+05,6.88806000000000E+05,1.13245000000000E+05,-1.62160000000000E+04,-5.70675186815365E+04,1.75720000000000E+04,3.92156487727396E+05,-1.71617600000000E+06,-1.67200000000000E+03,3.01000000000000E+02,-1.22485500000000E+06,9.75617849717687E+04,7.69831019498669E+05,-1.89515895524523E+06,3.95277441405141E+05,-3.23950000000000E+04,-1.25916000000000E+05,-5.35080000000000E+04,1.22800000000000E+04,2.56522984933031E+05,-2.20990149726938E+05,2.40533235288560E+05,3.23215817259726E+05,2.96041433300842E+05,3.21134554805828E+06,3.39502795555275E+05,1.19205000000000E+05,4.42523000000000E+05,5.50194275738503E+04,0.00000000000000E+00,4.35300000000000E+03,0.00000000000000E+00,0.00000000000000E+00,9.90041621250000E+06,1.10423520000000E+06,1.31500896168061E+05,1.61926000000000E+05,7.06370000000000E+04,0.00000000000000E+00,6.44446800000000E+05,0.00000000000000E+00,4.93201999999992E+04,4.68770774999978E+04,6.78514153799769E+07,7.06798000000000E+06
Transfers,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-9.70500000000000E+04,7.65315000000000E+05,-1.53480000000000E+04,-5.58000000000000E+03,8.52390000000000E+04,4.12830000000000E+04,5.68560000000000E+04,1.74812000000000E+05,0.00000000000000E+00,-4.30000000000000E+01,5.97700000000000E+04,-2.86294000000000E+05,-1.95278000000000E+05,-2.15840000000000E+05,4.08320000000000E+04,2.43290000000000E+04,-4.48560000000000E+04,-6.35700000000000E+03,-1.20000000000000E+02,-1.37600000000000E+03,-2.69040000000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.37000000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.11891000000000E+05,6.37000000000000E+02
Statistical differences,0.00000000000000E+00,0.00000000000000E+00,1.16740000000000E+04,3.05240000000000E+04,-1.05698000000000E+05,2.36300000000000E+03,5.21440000000000E+04,6.20000000000000E+01,-2.17170000000000E+04,0.00000000000000E+00,1.10000000000000E+01,-9.80300000000000E+03,-4.00000000000000E+00,-1.10700000000000E+03,-4.22000000000000E+02,0.00000000000000E+00,-3.99500000000000E+03,2.18750000000000E+04,0.00000000000000E+00,1.81790000000000E+04,1.57260000000000E+04,3.00270000000000E+04,-6.33800000000000E+03,-1.66000000000000E+02,2.70770000000000E+04,1.18800000000000E+03,-3.09580000000000E+04,-8.94080000000000E+04,7.92000000000000E+02,0.00000000000000E+00,-6.08020000000000E+04,-1.01050000000000E+04,-2.75200000000000E+04,-6.94800000000000E+04,1.32880000000000E+04,3.05200000000000E+04,2.85600000000000E+03,-1.09200000000000E+04,-1.60000000000000E+03,-6.40000000000000E+02,9.95200000000000E+04,1.10000000000000E+01,0.00000000000000E+00,0.00000000000000E+00,2.46900000000000E+03,-3.30000000000000E+01,3.24000000000000E+02,6.99000000000000E+02,7.40000000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.55200000000000E+03,1.23830000000000E+04,-7.13790000000000E+04,3.53100000000000E+03
