year,max_demand
2010,2.553476679292627
2011,2.5918736367844653
2012,2.6302705942763036
2013,2.6686675517681424
2014,2.7070645092599808
2015,2.7454614667518187
2016,2.812774651490597
2017,2.8800878362293756
2018,2.9474010209681545
2019,3.0147142057069325
2020,3.0820273904457114
2021,3.0719146115178195
2022,3.0618018325899277
2023,3.0516890536620362
2024,3.0415762747341444
2025,3.0314634958062534
2026,3.053585199711016
2027,3.075706903615779
2028,3.0978286075205417
2029,3.119950311425305
2030,3.1420720153300676
2031,3.1684600478450347
2032,3.1948480803600017
2033,3.221236112874969
2034,3.247624145389936
2035,3.274012177904903
2036,3.2887073097844954
2037,3.303402441664088
2038,3.31809757354368
2039,3.3327927054232727
2040,3.3474878373028654
2041,3.380828405330758
2042,3.4141689733586507
2043,3.447509541386543
2044,3.4808501094144355
2045,3.514190677442328
2046,3.5685468641797455
2047,3.6229030509171625
2048,3.6772592376545803
2049,3.7316154243919977
2050,3.7859716111294146
